Mod:Item:MetaData, Localized Name
cfm:ceiling_fan, Ceiling Fan
cfm:desk_oak, Oak Desk
cfm:desk_spruce, Spruce Desk
cfm:desk_birch, Birch Desk
cfm:desk_jungle, Jungle Desk
cfm:desk_acacia, Acacia Desk
cfm:desk_dark_oak, Dark Oak Desk
cfm:desk_stone, Stone Desk
cfm:desk_granite, Granite Desk
cfm:desk_diorite, Diorite Desk
cfm:desk_andesite, Andesite Desk
cfm:desk_cabinet_oak, Oak Desk Cabinet
cfm:desk_cabinet_spruce, Spruce Desk Cabinet
cfm:desk_cabinet_birch, Birch Desk Cabinet
cfm:desk_cabinet_jungle, Jungle Desk Cabinet
cfm:desk_cabinet_acacia, Acacia Desk Cabinet
cfm:desk_cabinet_dark_oak, Dark Oak Desk Cabinet
cfm:desk_cabinet_stone, Stone Desk Cabinet
cfm:desk_cabinet_granite, Granite Desk Cabinet
cfm:desk_cabinet_diorite, Diorite Desk Cabinet
cfm:desk_cabinet_andesite, Andesite Desk Cabinet
cfm:digital_clock:0, Digital Clock
cfm:digital_clock:1, Digital Clock
cfm:digital_clock:2, Digital Clock
cfm:digital_clock:3, Digital Clock
cfm:digital_clock:4, Digital Clock
cfm:digital_clock:5, Digital Clock
cfm:digital_clock:6, Digital Clock
cfm:digital_clock:7, Digital Clock
cfm:digital_clock:8, Digital Clock
cfm:digital_clock:9, Digital Clock
cfm:digital_clock:10, Digital Clock
cfm:digital_clock:11, Digital Clock
cfm:digital_clock:12, Digital Clock
cfm:digital_clock:13, Digital Clock
cfm:digital_clock:14, Digital Clock
cfm:digital_clock:15, Digital Clock
cfm:modern_tv, Modern TV
cfm:photo_frame:0, White Photo Frame
cfm:photo_frame:1, Orange Photo Frame
cfm:photo_frame:2, Magenta Photo Frame
cfm:photo_frame:3, Light Blue Photo Frame
cfm:photo_frame:4, Yellow Photo Frame
cfm:photo_frame:5, Lime Photo Frame
cfm:photo_frame:6, Pink Photo Frame
cfm:photo_frame:7, Gray Photo Frame
cfm:photo_frame:8, Light Gray Photo Frame
cfm:photo_frame:9, Cyan Photo Frame
cfm:photo_frame:10, Purple Photo Frame
cfm:photo_frame:11, Blue Photo Frame
cfm:photo_frame:12, Brown Photo Frame
cfm:photo_frame:13, Green Photo Frame
cfm:photo_frame:14, Red Photo Frame
cfm:photo_frame:15, Black Photo Frame
cfm:modern_couch:0, White Modern Couch
cfm:modern_couch:1, Orange Modern Couch
cfm:modern_couch:2, Magenta Modern Couch
cfm:modern_couch:3, Light Blue Modern Couch
cfm:modern_couch:4, Yellow Modern Couch
cfm:modern_couch:5, Lime Modern Couch
cfm:modern_couch:6, Pink Modern Couch
cfm:modern_couch:7, Gray Modern Couch
cfm:modern_couch:8, Light Gray Modern Couch
cfm:modern_couch:9, Cyan Modern Couch
cfm:modern_couch:10, Purple Modern Couch
cfm:modern_couch:11, Blue Modern Couch
cfm:modern_couch:12, Brown Modern Couch
cfm:modern_couch:13, Green Modern Couch
cfm:modern_couch:14, Red Modern Couch
cfm:modern_couch:15, Black Modern Couch
cfm:modern_table, Modern Table
cfm:modern_chair, Modern Chair
cfm:modern_coffee_table, Modern Coffee Table
cfm:modern_table_outdoor, Modern Outdoor Table
cfm:modern_stair, Modern Stairs
cfm:modern_bed_bottom:0, White Modern Bed
cfm:modern_bed_bottom:1, Orange Modern Bed
cfm:modern_bed_bottom:2, Magenta Modern Bed
cfm:modern_bed_bottom:3, Light Blue Modern Bed
cfm:modern_bed_bottom:4, Yellow Modern Bed
cfm:modern_bed_bottom:5, Lime Modern Bed
cfm:modern_bed_bottom:6, Pink Modern Bed
cfm:modern_bed_bottom:7, Gray Modern Bed
cfm:modern_bed_bottom:8, Light Gray Modern Bed
cfm:modern_bed_bottom:9, Cyan Modern Bed
cfm:modern_bed_bottom:10, Purple Modern Bed
cfm:modern_bed_bottom:11, Blue Modern Bed
cfm:modern_bed_bottom:12, Brown Modern Bed
cfm:modern_bed_bottom:13, Green Modern Bed
cfm:modern_bed_bottom:14, Red Modern Bed
cfm:modern_bed_bottom:15, Black Modern Bed
cfm:tv_stand, Modern TV Stand
cfm:modern_light_off, Modern Light
cfm:upgraded_fence_oak, Oak Upgraded Fence
cfm:upgraded_fence_spruce, Spruce Upgraded Fence
cfm:upgraded_fence_birch, Birch Upgraded Fence
cfm:upgraded_fence_jungle, Jungle Upgraded Fence
cfm:upgraded_fence_acacia, Acacia Upgraded Fence
cfm:upgraded_fence_dark_oak, Dark Oak Upgraded Fence
cfm:upgraded_fence_nether_brick, Nether Brick Upgraded Fence
cfm:upgraded_gate_oak, Oak Upgraded Gate
cfm:upgraded_gate_spruce, Spruce Upgraded Gate
cfm:upgraded_gate_birch, Birch Upgraded Gate
cfm:upgraded_gate_jungle, Jungle Upgraded Gate
cfm:upgraded_gate_acacia, Acacia Upgraded Gate
cfm:upgraded_gate_dark_oak, Dark Oak Upgraded Gate
cfm:park_bench_oak, Oak Park Bench
cfm:park_bench_spruce, Spruce Park Bench
cfm:park_bench_birch, Birch Park Bench
cfm:park_bench_jungle, Jungle Park Bench
cfm:park_bench_acacia, Acacia Park Bench
cfm:park_bench_dark_oak, Dark Oak Park Bench
cfm:inflatable_castle:0, Inflatable Castle
cfm:inflatable_castle:1, Inflatable Castle
cfm:inflatable_castle:2, Inflatable Castle
cfm:inflatable_castle:3, Inflatable Castle
cfm:inflatable_castle:4, Inflatable Castle
cfm:inflatable_castle:5, Inflatable Castle
cfm:inflatable_castle:6, Inflatable Castle
cfm:inflatable_castle:7, Inflatable Castle
cfm:inflatable_castle:8, Inflatable Castle
cfm:inflatable_castle:9, Inflatable Castle
cfm:inflatable_castle:10, Inflatable Castle
cfm:inflatable_castle:11, Inflatable Castle
cfm:inflatable_castle:12, Inflatable Castle
cfm:inflatable_castle:13, Inflatable Castle
cfm:inflatable_castle:14, Inflatable Castle
cfm:inflatable_castle:15, Inflatable Castle
cfm:castle_netting, Castle Netting
cfm:item_flesh, Flesh
cfm:item_flesh_cooked, Cooked Flesh
cfm:item_cool_pack, Cooling Pack
cfm:item_hammer, Hammer
cfm:item_envelope, Envelope
cfm:item_envelope_signed, item.item_envelope_signed.name
cfm:item_package, Package
cfm:item_package_signed, item.item_package_signed.name
cfm:item_ink_cartridge, Ink Cartridge
cfm:item_bread_slice, Bread Slice
cfm:item_toast, Toast
cfm:item_knife, Knife
cfm:item_cup, Cup
cfm:item_drink, item.item_drink.name
cfm:item_soap, Soap
cfm:item_soap_water, Soapy Water
cfm:item_super_soap_water, Super Soapy Water
cfm:item_recipe_book, Recipe Book
cfm:item_crayfish, item.item_crayfish.name
cfm:item_log, Chopped Log
cfm:item_spatula, Spatula
cfm:item_sausage, Sausage
cfm:item_sausage_cooked, Cooked Sausage
cfm:item_kebab, Raw Kebab
cfm:item_kebab_cooked, Cooked Kebab
cfm:item_crow_bar, Crow Bar
cfm:ceiling_fan_fans, item.ceiling_fan_fans.name
cfm:tv_remote, TV Remote
gvclib:flash, item.flash.name
gvclib:smoke, item.smoke.name
gvclib:e_grenade, item.e_grenade.name
gvclib:e_grenadet, item.e_grenadet.name
gvclib:e_fire, item.e_fire.name
gvclib:b_fire, tile.b_fire.name
hmggirlfront:idoll_pad, CommandOperationSystem
hmggirlfront:idoll_hp, Item_HUMANRESOURCES
hmggirlfront:idoll_bullet, Item_AMMUNITION
hmggirlfront:idoll_food, ITEM_DISTRIBUTION
hmggirlfront:idoll_parts, ITEM_PARTS
hmggirlfront:idoll_doll_contract, Doll_Contract
hmggirlfront:idoll_doll_rapidcontract, Doll_RapidContract
hmggirlfront:idoll_doll_repair, Doll_Repair
hmggirlfront:idoll_doll_dismantling, Doll_DismantlingKIT
hmggirlfront:idoll_doll_report, Doll_MissionReport
hmggirlfront:idoll_squad_cn, Command Radio
hmggirlfront:idoll_core, Substitute_Core
hmggirlfront:idoll_bullet_9, 9mmHGBullet
hmggirlfront:idoll_bullet_45, 11.4mmHGBullet
hmggirlfront:idoll_bullet_556, 5.56mmARBullet
hmggirlfront:idoll_bullet_762, 7.62mmRFBullet
hmggirlfront:idoll_bullet_12g, 12GaugeSGBullet
hmggirlfront:idoll_bullet_57, 5.7mmHGBullet
hmggirlfront:idoll_bullet_473kr, 4.73mmCaselessBullet
hmggirlfront:idoll_bullet_40, 40mmGrenadeBullet
hmggirlfront:idoll_bandage, Bandage
hmggirlfront:idoll_pledge, Proof_of_pledge
hmggirlfront:idoll_l_performance_circuit, Low_performance_circuit
hmggirlfront:idoll_h_performance_circuit, High_performance_circuit
hmggirlfront:idoll_collapse_sample, Collapse_Sample
hmggirlfront:gk_kalina, Spawn_Kalina
hmggirlfront:mission_card_1, MissionCard_Destroyed-20-IBC-Machines
hmggirlfront:mission_card_2, MissionCard_Destroyed-20-IBC-Soldier
hmggirlfront:mission_card_3, MissionCard_Destroyed-10-IBC-ArmordSoldier
hmggirlfront:mission_card_4, MissionCard_Invation-Base
hmggirlfront:mission_card_5, MissionCard_Invation-Headquarters
hmggirlfront:mission_card_6, MissionCard_Destroyed-IBC-BOSS
hmggirlfront:helianthus, Spawn_Helianthus
hmggirlfront:story_mission_card_1, item.story_mission_card_1.name
hmggirlfront:story_mission_card_2, item.story_mission_card_2.name
hmggirlfront:story_mission_card_3, item.story_mission_card_3.name
hmggirlfront:gk_kryuger, Spawn_Kryuger
hmggirlfront:ve_weaponchange, VehicleWeaponChangeKit
hmggirlfront:ve_heli, Spawn_UH
hmggirlfront:ve_apc, Spawn_APC
hmggirlfront:ve_bike, Spawn_BIKE
hmggirlfront:ve_ifv, Spawn_IFV
hmggirlfront:ve_truck, Spawn_TRUCK
hmggirlfront:ve_hmmwv, Spawn_HMMWV
hmggirlfront:ve_rhib, Spawn_RHIB
hmggirlfront:doll_tool_combatknife, CombatKNIFE
hmggirlfront:doll_tool_mshovel, MilitarySHOVEL
hmggirlfront:doll_tool_mpickaxe, MilitaryPICKAXE
hmggirlfront:doll_tool_maxe, MilitaryAXE
hmggirlfront:ibc01, IBMachineSoldier01_Prowler
hmggirlfront:ibc02, IBMachineSoldier02_Scout
hmggirlfront:ibc03, IBMachineSoldier03_Dinergate
hmggirlfront:ibc04, IBDollSoldier04_Ripper
hmggirlfront:dollgun_ibc04smg, IBSoldierGun_04SMG
hmggirlfront:ibc05, IBDollSoldier05_Vespid
hmggirlfront:dollgun_ibc05ar, IBSoldierGun_05AR
hmggirlfront:ibc06, IBDollSoldier06_Jaeger
hmggirlfront:dollgun_ibc06rf, IBSoldierGun_06RF
hmggirlfront:ibc07, IBDollSoldier07_Guard
hmggirlfront:dollgun_ibc07hg, IBSoldierGun_07HG
hmggirlfront:dollgun_ibc07sd, IBSoldierGun_07SD
hmggirlfront:ibc08, IBArmorSoldier08_Aegis
hmggirlfront:dollgun_ibc08sw, IBSoldierGun_08SW
hmggirlfront:dollgun_ibc08sd, IBSoldierGun_08SD
hmggirlfront:ibc09, IBArmorSoldier09_Manticore
hmggirlfront:ibc10, IBArmorSoldier10_Nemeum
hmggirlfront:ibc11, IBMachineSoldier11_Jaguar
hmggirlfront:ibc12, IBDollSoldier12_Dragoon
hmggirlfront:ibc13, IBDollSoldier13_Striker
hmggirlfront:dollgun_ibc13glg, IBSoldierGun_13GLG
hmggirlfront:ibc14, IBDollSoldier14_Brute
hmggirlfront:dollgun_ibc14sw, IBSoldierGun_14SW
hmggirlfront:ibc01turret, IBMachineSoldier01C_Defender
hmggirlfront:ibc10turret, IBArmorSoldier10C_Burstliner
hmggirlfront:ibc_jupiter, IBWeapon_JUPITER
hmggirlfront:ibc_generator, IBWeapon_Generator
hmggirlfront:ibc_boss01, BOSS_Scarecrow
hmggirlfront:ibc_boss02, BOSS_Executioner
hmggirlfront:dollgun_ibcboss02hg, Executioner_HG
hmggirlfront:dollgun_ibcboss02sw, Executioner_SW
hmggirlfront:ibc_boss03, BOSS_Hunter
hmggirlfront:ibc_boss04, BOSS_Intruder
hmggirlfront:dollgun_ibcboss04glg, item.dollgun_ibcboss04glg.name
hmggirlfront:ibc_boss05, BOSS_Destroyer
hmggirlfront:ibc_boss06, BOSS_Alchemist
hmggirlfront:ibc_boss07, BOSS_Dreamer
hmggirlfront:dollgun_ibcboss07rf, item.dollgun_ibcboss07rf.name
hmggirlfront:socom_cyclops, SOCOM_CYCLOPS
hmggirlfront:socom_aegis, SOCOM_AEGIS
hmggirlfront:socom_cerynitis, SOCOM_CERYNITIS
hmggirlfront:socom_hydra, SOCOM_HYDRA
hmggirlfront:elid_zombie, E.L.I.D.ZOMBIE
hmggirlfront:elid_skeleten, E.L.I.D.SKELETEN
hmggirlfront:npc_isomer, item.npc_isomer.name
hmggirlfront:idoll_grenade_n, Grenade
hmggirlfront:idoll_grenade_f, FireGrenade
hmggirlfront:idoll_grenade_s, Smoke
hmggirlfront:idoll_grenade_fb, FlashBang
hmggirlfront:armor_gk_uniform_head, GrifonUniform_Hat
hmggirlfront:armor_gk_uniform_chest, GrifonUniform_Coat
hmggirlfront:armor_gk_uniform_legs, GrifonUniform_Pants
hmggirlfront:armor_gk_uniform_feet, GrifonUniform_Boots
hmggirlfront:armor_pmc_head, PMC_Helmet
hmggirlfront:armor_pmc_chest, PMC_ChestPlate
hmggirlfront:armor_pmc_legs, PMC_Leggins
hmggirlfront:armor_pmc_feet, PMC_Boots
hmggirlfront:armor_anticollapse_head, item.armor_anticollapse_head.name
hmggirlfront:armor_anticollapse_chest, item.armor_anticollapse_chest.name
hmggirlfront:armor_anticollapse_legs, item.armor_anticollapse_legs.name
hmggirlfront:armor_anticollapse_feet, item.armor_anticollapse_feet.name
hmggirlfront:armor_army_h_head, ARMY_HEAVY_HEADARMOR
hmggirlfront:armor_army_h_chest, ARMY_HEAVY_CHESTARMOR
hmggirlfront:armor_army_h_legs, ARMY_HEAVY_LEGGINSARMOR
hmggirlfront:armor_army_h_feet, ARMY_HEAVY_FEETSARMOR
hmggirlfront:armor_army_m_head, ARMY_HEADARMOR
hmggirlfront:armor_army_m_chest, ARMY_CHESTARMOR
hmggirlfront:armor_army_m_legs, ARMY_LEGGINSARMOR
hmggirlfront:armor_army_m_feet, ARMY_FEETSARMOR
hmggirlfront:bdoll_supplies, Supplies
hmggirlfront:bdoll_crafting, Doll_CraftingMachine
hmggirlfront:bdoll_dismantling, Doll_DismantlingMachine
hmggirlfront:bdoll_doll_restoring_machine, Doll_RestoringCrafting
hmggirlfront:base_materials, CreatingBaseBlock_SupplyPoint
hmggirlfront:bdoll_base_materials, Base_SupplyPoint
hmggirlfront:bdoll_base_materials_em, Base_SupplyPoint
hmggirlfront:base_munitionsdepot, CreatingBaseBlock_Munitionsdepot
hmggirlfront:bdoll_base_munitionsdepot, Base_Munitionsdepot
hmggirlfront:bdoll_base_munitionsdepot_em, Base_MunitionsdepotEM
hmggirlfront:base_fieldhospital, CreatingBaseBlock_FieldHospital
hmggirlfront:bdoll_base_fieldhospital, Base_FieldHospital
hmggirlfront:bdoll_base_fieldhospital_em, Base_FieldHospitalEM
hmggirlfront:base_bunker, 拠点生成ブロック_トーチカ
hmggirlfront:bdoll_base_bunker, 拠点_トーチカ
hmggirlfront:bdoll_base_bunker_em, 拠点_敵トーチカ
hmggirlfront:base_desert_camp, 拠点生成ブロック_砂漠拠点
hmggirlfront:bdoll_base_desert_camp, 拠点_砂漠拠点
hmggirlfront:bdoll_base_desert_camp_em, 拠点_敵砂漠拠点
hmggirlfront:base_snow_camp, 拠点生成ブロック_雪原拠点
hmggirlfront:bdoll_base_snow_camp, 拠点_雪原拠点
hmggirlfront:bdoll_base_snow_camp_em, 拠点_敵雪原拠点
hmggirlfront:base_snow_camp2, 拠点生成ブロック_氷河拠点
hmggirlfront:bdoll_base_snow_camp2, 拠点_氷河拠点
hmggirlfront:bdoll_base_snow_camp2_em, 拠点_敵氷河拠点
hmggirlfront:base_snowforest_camp, 拠点生成ブロック_雪林拠点
hmggirlfront:bdoll_base_snowforest_camp, 拠点_雪林拠点
hmggirlfront:bdoll_base_snowforest_camp_em, 拠点_敵雪林拠点
hmggirlfront:base_helipad, 拠点生成ブロック_ヘリパッド
hmggirlfront:bdoll_base_helipad, 拠点_ヘリパッド
hmggirlfront:bdoll_base_helipad_em, 拠点_敵ヘリパッド
hmggirlfront:base_substation, 拠点生成ブロック_変電所
hmggirlfront:bdoll_base_substation, 拠点_変電所
hmggirlfront:bdoll_base_substation_em, 拠点_敵変電所
hmggirlfront:base_wastecollection, 拠点生成ブロック_廃棄物集積所
hmggirlfront:bdoll_base_wastecollection, 拠点_廃棄物集積所
hmggirlfront:bdoll_base_wastecollection_em, 拠点_敵廃棄物集積所
hmggirlfront:base_helipad_de, 拠点生成ブロック_ヘリパッドDE
hmggirlfront:bdoll_base_helipad_de, 拠点_ヘリパッドDE
hmggirlfront:bdoll_base_helipad_de_em, 拠点_敵ヘリパッドDE
hmggirlfront:base_oilwell, 拠点生成ブロック_油井
hmggirlfront:bdoll_base_oilwell, 拠点_油井
hmggirlfront:bdoll_base_oilwell_em, 拠点_敵油井
hmggirlfront:base_helipad_mt, 拠点生成ブロック_ヘリパッドMT
hmggirlfront:bdoll_base_helipad_mt, 拠点_ヘリパッドMT
hmggirlfront:bdoll_base_helipad_mt_em, 拠点_敵ヘリパッドMT
hmggirlfront:base_coalmine, 拠点生成ブロック_炭坑
hmggirlfront:bdoll_base_coalmine, 拠点_炭坑
hmggirlfront:bdoll_base_coalmine_em, 拠点_敵炭坑
hmggirlfront:base_helipad_se, 拠点生成ブロック_ヘリパッドSE
hmggirlfront:bdoll_base_helipad_se, 拠点_ヘリパッドSE
hmggirlfront:bdoll_base_helipad_se_em, 拠点_敵ヘリパッドSE
hmggirlfront:base_wastecarrier, 拠点生成ブロック_廃棄物運搬船
hmggirlfront:bdoll_base_wastecarrier, 拠点_廃棄物運搬船
hmggirlfront:bdoll_base_wastecarrier_em, 拠点_敵廃棄物運搬船
hmggirlfront:base_containership, 拠点生成ブロック_コンテナ船
hmggirlfront:bdoll_base_containership, 拠点_コンテナ船
hmggirlfront:bdoll_base_containership_em, 拠点_敵コンテナ船
hmggirlfront:base_offshorecrane, 拠点生成ブロック_洋上クレーン
hmggirlfront:bdoll_base_offshorecrane, 拠点_洋上クレーン
hmggirlfront:bdoll_base_offshorecrane_em, 拠点_敵洋上クレーン
hmggirlfront:base_antennabase, 拠点生成ブロック_アンテナ基地
hmggirlfront:bdoll_base_antennabase, 拠点_アンテナ基地
hmggirlfront:bdoll_base_antennabase_em, 拠点_敵アンテナ基地
hmggirlfront:base_antennabase_de, 拠点生成ブロック_アンテナ基地DE
hmggirlfront:bdoll_base_antennabase_de, 拠点_アンテナ基地DE
hmggirlfront:bdoll_base_antennabase_de_em, 拠点_敵アンテナ基地DE
hmggirlfront:base_antennabase_mt, 拠点生成ブロック_アンテナ基地MT
hmggirlfront:bdoll_base_antennabase_mt, 拠点_アンテナ基地MT
hmggirlfront:bdoll_base_antennabase_mt_em, 拠点_敵アンテナ基地MT
hmggirlfront:base_headquarters, CreatingBaseBlock_Headquarters
hmggirlfront:help_base_headquarters, HelpCreatingBaseBlock_Headquarters
hmggirlfront:bdoll_base_headquarters, Base_Headquarters
hmggirlfront:bdoll_base_headquarters_em, Base_HeadquartersEM
hmggirlfront:base_oil_complex, CreatingBaseBlock_OilComplex
hmggirlfront:help_base_oil_complex, HelpCreatingBaseBlock_OilComplex
hmggirlfront:bdoll_base_oil_complex, Base_OilComplex
hmggirlfront:bdoll_base_oil_complex_em, Base_OilComplexEM
hmggirlfront:base_desert_base, CreatingBaseBlock_DesertBase
hmggirlfront:help_base_desert_base, HelpCreatingBaseBlock_DesertBase
hmggirlfront:bdoll_base_desert_base, Base_DesertBase
hmggirlfront:bdoll_base_desert_base_em, Base_DesertBaseEM
hmggirlfront:base_forest_base, CreatingBaseBlock_ForestBase
hmggirlfront:help_base_forest_base, HelpCreatingBaseBlock_ForestBase
hmggirlfront:bdoll_base_forest_base, Base_ForestBase
hmggirlfront:bdoll_base_forest_base_em, Base_ForestBaseEM
hmggirlfront:base_amusement, CreatingBaseBlock_Amusement
hmggirlfront:help_base_amusement, HelpCreatingBaseBlock_Amusement
hmggirlfront:bdoll_base_amusement, Base_Amusement
hmggirlfront:bdoll_base_amusement_em, Base_AmusementEM
hmggirlfront:base_observation_base, 拠点生成ブロック_観測基地
hmggirlfront:help_base_observation_base, 救済用拠点生成ブロック_観測基地
hmggirlfront:bdoll_base_observation_base, 大型拠点_観測基地
hmggirlfront:bdoll_base_observation_base_em, 大型拠点_敵観測基地
hmggirlfront:base_sea_launch, CreatingBaseBlock_Sea_Launch
hmggirlfront:help_base_sea_launch, HelpCreatingBaseBlock_Sea_Launch
hmggirlfront:bdoll_base_sea_launch, Base_Sea_Launch
hmggirlfront:bdoll_base_sea_launch_em, Base_Sea_LaunchEM
hmggirlfront:base_mansion, tile.base_mansion.name
hmggirlfront:help_base_mansion, tile.help_base_mansion.name
hmggirlfront:bdoll_base_mansion, tile.bdoll_base_mansion.name
hmggirlfront:bdoll_base_mansion_em, tile.bdoll_base_mansion_em.name
hmggirlfront:bdoll_ibc01, tile.bdoll_ibc01.name
hmggirlfront:bdoll_ibc02, tile.bdoll_ibc02.name
hmggirlfront:bdoll_ibc03, tile.bdoll_ibc03.name
hmggirlfront:bdoll_ibc04, tile.bdoll_ibc04.name
hmggirlfront:bdoll_ibc05, tile.bdoll_ibc05.name
hmggirlfront:bdoll_ibc06, tile.bdoll_ibc06.name
hmggirlfront:bdoll_ibc07, tile.bdoll_ibc07.name
hmggirlfront:bdoll_ibc08, Spawn_IBArmorSoldier08
hmggirlfront:bdoll_ibc09, Spawn_IBArmorSoldier09
hmggirlfront:bdoll_ibc01turret, Spawn_IBMachineSoldier01C
hmggirlfront:bdoll_ibc10turret, Spawn_IBArmorSoldier10C
hmggirlfront:bdoll_ibc11, tile.bdoll_ibc11.name
